2020-01-14 16:33:22 [main] INFO  LocalStreamEnvironment:108 - Running job on local embedded Flink mini cluster
2020-01-14 16:33:24 [main] INFO  FileChannelManagerImpl:76 - FileChannelManager uses directory /tmp/flink-io-189d3e2b-195a-465c-a5ac-917dcbeca8e2 for spill files.
2020-01-14 16:33:24 [main] INFO  FileChannelManagerImpl:76 - FileChannelManager uses directory /tmp/flink-netty-shuffle-b929dadf-a9fb-43dd-ade1-ab8b1295d0f3 for spill files.
2020-01-14 16:33:24 [main] INFO  NetworkBufferPool:140 - Allocated 829 MB for network buffer pool (number of memory segments: 26552, bytes per segment: 32768).
2020-01-14 16:33:24 [main] INFO  NettyShuffleEnvironment:283 - Starting the network environment and its components.
2020-01-14 16:33:24 [main] INFO  KvStateService:89 - Starting the kvState service and its components.
2020-01-14 16:33:24 [main] INFO  TaskManagerServices:364 - Limiting managed memory to 0.7 of the currently free heap space (5219 MB), memory will be allocated lazily.
2020-01-14 16:33:24 [main] INFO  TaskManagerConfiguration:197 - Messages have a max timeout of 10000 ms
2020-01-14 16:33:24 [main] INFO  AkkaRpcService:223 - Starting RPC endpoint for org.apache.flink.runtime.taskexecutor.TaskExecutor at akka://flink/user/taskmanager_0 .
2020-01-14 16:33:24 [flink-akka.actor.default-dispatcher-2] INFO  JobLeaderService:125 - Start job leader service.
2020-01-14 16:33:24 [flink-akka.actor.default-dispatcher-2] INFO  FileCache:107 - User file cache uses directory /tmp/flink-dist-cache-7b970b11-6656-4b12-b455-03f88e32761e
2020-01-14 16:33:24 [main] INFO  DispatcherRestEndpoint:136 - Starting rest endpoint.
2020-01-14 16:33:24 [main] WARN  WebMonitorUtils:87 - Log file environment variable 'log.file' is not set.
2020-01-14 16:33:24 [main] WARN  WebMonitorUtils:93 - JobManager log files are unavailable in the web dashboard. Log file location not found in environment variable 'log.file' or configuration key 'Key: 'web.log.path' , default: null (fallback keys: [{key=jobmanager.web.log.path, isDeprecated=true}])'.
2020-01-14 16:33:24 [main] INFO  DispatcherRestEndpoint:114 - Failed to load web based job submission extension. Probable reason: flink-runtime-web is not in the classpath.
2020-01-14 16:33:25 [main] INFO  DispatcherRestEndpoint:233 - Rest endpoint listening at localhost:44015
2020-01-14 16:33:25 [main] INFO  EmbeddedLeaderService:300 - Proposing leadership to contender org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint@2b0b7e5a @ http://localhost:44015
2020-01-14 16:33:25 [main] INFO  AkkaRpcService:223 - Starting RPC endpoint for org.apache.flink.runtime.resourcemanager.StandaloneResourceManager at akka://flink/user/resourcemanager .
2020-01-14 16:33:25 [mini-cluster-io-thread-1] INFO  DispatcherRestEndpoint:711 - http://localhost:44015 was granted leadership with leaderSessionID=babeeb18-33d8-4c70-9f1f-72817232c1a1
2020-01-14 16:33:25 [mini-cluster-io-thread-1] INFO  EmbeddedLeaderService:250 - Received confirmation of leadership for leader http://localhost:44015 , session=babeeb18-33d8-4c70-9f1f-72817232c1a1
2020-01-14 16:33:25 [main] INFO  AkkaRpcService:223 - Starting RPC endpoint for org.apache.flink.runtime.dispatcher.StandaloneDispatcher at akka://flink/user/dispatcher .
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-2] INFO  EmbeddedLeaderService:300 - Proposing leadership to contender org.apache.flink.runtime.resourcemanager.StandaloneResourceManager@28ae85b1 @ akka://flink/user/resourcemanager
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  EmbeddedLeaderService:300 - Proposing leadership to contender org.apache.flink.runtime.dispatcher.StandaloneDispatcher@2d5e27e0 @ akka://flink/user/dispatcher
2020-01-14 16:33:25 [main] INFO  MiniCluster:362 - Flink Mini Cluster started successfully
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-2] INFO  StandaloneResourceManager:921 - ResourceManager akka://flink/user/resourcemanager was granted leadership with fencing token 8f1d930eb857607eba6b21c2fe234fda
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-2] INFO  SlotManagerImpl:215 - Starting the SlotManager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  StandaloneDispatcher:885 - Dispatcher akka://flink/user/dispatcher was granted leadership with fencing token d0ba35d1-2b5c-4d03-937f-a0c60d3a9c49
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  StandaloneDispatcher:717 - Recovering all persisted jobs.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  EmbeddedLeaderService:250 - Received confirmation of leadership for leader akka://flink/user/dispatcher , session=d0ba35d1-2b5c-4d03-937f-a0c60d3a9c49
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  EmbeddedLeaderService:250 - Received confirmation of leadership for leader akka://flink/user/resourcemanager , session=ba6b21c2-fe23-4fda-8f1d-930eb857607e
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  TaskExecutor:1005 - Connecting to ResourceManager akka://flink/user/resourcemanager(8f1d930eb857607eba6b21c2fe234fda).
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  TaskExecutor:155 - Resolved ResourceManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  TaskExecutor:204 - Registration at ResourceManager attempt 1 (timeout=100ms)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:713 - Registering TaskManager with ResourceID d8d3f406-91ed-4bfc-8ab9-8799f0d2050c (akka://flink/user/taskmanager_0) at ResourceManager
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:100 - Successful registration at resource manager akka://flink/user/resourcemanager under registration id 3686e13559bda7046192fd67e4f54199.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  StandaloneDispatcher:264 - Received JobGraph submission b41714b64459bec0df5ba679ab6555c7 (Flink Streaming Job).
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  StandaloneDispatcher:321 - Submitting job b41714b64459bec0df5ba679ab6555c7 (Flink Streaming Job).
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  AkkaRpcService:223 - Starting RPC endpoint for org.apache.flink.runtime.jobmaster.JobMaster at akka://flink/user/jobmanager_1 .
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:241 - Initializing job Flink Streaming Job (b41714b64459bec0df5ba679ab6555c7).
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:171 - Using restart strategy NoRestartStrategy for Flink Streaming Job (b41714b64459bec0df5ba679ab6555c7).
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:516 - Job recovers via failover strategy: full graph restart
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:204 - Running initialization on master for job Flink Streaming Job (b41714b64459bec0df5ba679ab6555c7).
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:222 - Successfully ran initialization on master in 0 ms.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:227 - No state backend has been configured, using default (Memory / JobManager) MemoryStateBackend (data in heap memory / checkpoints to JobManager) (checkpoints: 'null', savepoints: 'null', asynchronous: TRUE, maxStateSize: 5242880)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  EmbeddedLeaderService:300 - Proposing leadership to contender org.apache.flink.runtime.jobmaster.JobManagerRunner@1a288720 @ akka://flink/user/jobmanager_1
2020-01-14 16:33:25 [mini-cluster-io-thread-3] INFO  JobManagerRunner:313 - JobManager runner for job Flink Streaming Job (b41714b64459bec0df5ba679ab6555c7) was granted leadership with session id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149 at akka://flink/user/jobmanager_1.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:709 - Starting execution of job Flink Streaming Job (b41714b64459bec0df5ba679ab6555c7) under job master id ac0f1a0cdf2ae149050a20c6b19e45f8.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1324 - Job Flink Streaming Job (b41714b64459bec0df5ba679ab6555c7) switched from state CREATED to RUNNING.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (1/6) (9b2203549a7f769b702601e9eab3b9d5) switched from CREATED to SCHEDULED.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  SlotPoolImpl:369 - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{0e3e9d8a823edbeb4c5f1c779fb2d0f4}]
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (2/6) (9fa088fe41a678cfc5157f57fec0b2de) switched from CREATED to SCHEDULED.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  SlotPoolImpl:369 - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{c751fd14ab44cb92b2cc9241454a82e9}]
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (3/6) (ee4631718679b3d7dc153cfc8f5e8320) switched from CREATED to SCHEDULED.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  SlotPoolImpl:369 - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{42db0cd02fb459e2c782835503a95dd0}]
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (4/6) (93912475efa15b6eeecacf04b4ab2031) switched from CREATED to SCHEDULED.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  SlotPoolImpl:369 - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{ed6dabcd67d66520c79ea3e01757bb33}]
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (5/6) (5bea78fa6e46a0f017a773a325cce821) switched from CREATED to SCHEDULED.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  SlotPoolImpl:369 - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{4a2ff045a65e7134e476da0e834c450f}]
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (6/6) (91c017591f122251f6dc88ed7d23ab87) switched from CREATED to SCHEDULED.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  SlotPoolImpl:369 - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{d9e33329c4b45a462542727f26a04fd4}]
2020-01-14 16:33:25 [jobmanager-future-thread-1] INFO  EmbeddedLeaderService:250 - Received confirmation of leadership for leader akka://flink/user/jobmanager_1 , session=050a20c6-b19e-45f8-ac0f-1a0cdf2ae149
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:940 - Connecting to ResourceManager akka://flink/user/resourcemanager(8f1d930eb857607eba6b21c2fe234fda)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:155 - Resolved ResourceManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobMaster:204 - Registration at ResourceManager attempt 1 (timeout=100ms)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  StandaloneResourceManager:302 - Registering job manager ac0f1a0cdf2ae149050a20c6b19e45f8@akka://flink/user/jobmanager_1 for job b41714b64459bec0df5ba679ab6555c7.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  StandaloneResourceManager:657 - Registered job manager ac0f1a0cdf2ae149050a20c6b19e45f8@akka://flink/user/jobmanager_1 for job b41714b64459bec0df5ba679ab6555c7.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  JobMaster:962 - JobManager successfully registered at ResourceManager, leader id: 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  SlotPoolImpl:319 - Requesting new slot [SlotRequestId{0e3e9d8a823edbeb4c5f1c779fb2d0f4}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:437 - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job b41714b64459bec0df5ba679ab6555c7 with allocation id 0fd32842fd9541e573e23ed2b8fa79af.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  SlotPoolImpl:319 - Requesting new slot [SlotRequestId{c751fd14ab44cb92b2cc9241454a82e9}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  SlotPoolImpl:319 - Requesting new slot [SlotRequestId{42db0cd02fb459e2c782835503a95dd0}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  SlotPoolImpl:319 - Requesting new slot [SlotRequestId{ed6dabcd67d66520c79ea3e01757bb33}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:836 - Receive slot request 0fd32842fd9541e573e23ed2b8fa79af for job b41714b64459bec0df5ba679ab6555c7 from resource manager with leader id 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:437 - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job b41714b64459bec0df5ba679ab6555c7 with allocation id d3a105e9104e44972ab4e8e83c51d39f.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  SlotPoolImpl:319 - Requesting new slot [SlotRequestId{4a2ff045a65e7134e476da0e834c450f}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  SlotPoolImpl:319 - Requesting new slot [SlotRequestId{d9e33329c4b45a462542727f26a04fd4}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:437 - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job b41714b64459bec0df5ba679ab6555c7 with allocation id e9f4c27fe7a17d220410891a1aacf21d.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:437 - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job b41714b64459bec0df5ba679ab6555c7 with allocation id d16f64e4b3c5df9d86df0f9bc67a5d51.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:848 - Allocated slot for 0fd32842fd9541e573e23ed2b8fa79af.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:193 - Add job b41714b64459bec0df5ba679ab6555c7 for job leader monitoring.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:437 - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job b41714b64459bec0df5ba679ab6555c7 with allocation id 6d5bfe7d63ea45a2e84a11060f04e0b6.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  StandaloneResourceManager:437 - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job b41714b64459bec0df5ba679ab6555c7 with allocation id 4f63e378c92e7b453a5882339e9b6331.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:836 - Receive slot request d3a105e9104e44972ab4e8e83c51d39f for job b41714b64459bec0df5ba679ab6555c7 from resource manager with leader id 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:848 - Allocated slot for d3a105e9104e44972ab4e8e83c51d39f.
2020-01-14 16:33:25 [mini-cluster-io-thread-2] INFO  JobLeaderService:333 - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:193 - Add job b41714b64459bec0df5ba679ab6555c7 for job leader monitoring.
2020-01-14 16:33:25 [mini-cluster-io-thread-6] INFO  JobLeaderService:333 - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  JobLeaderService:155 - Resolved JobManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:836 - Receive slot request e9f4c27fe7a17d220410891a1aacf21d for job b41714b64459bec0df5ba679ab6555c7 from resource manager with leader id 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  JobLeaderService:155 - Resolved JobManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:848 - Allocated slot for e9f4c27fe7a17d220410891a1aacf21d.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  JobLeaderService:204 - Registration at JobManager attempt 1 (timeout=100ms)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:193 - Add job b41714b64459bec0df5ba679ab6555c7 for job leader monitoring.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:836 - Receive slot request d16f64e4b3c5df9d86df0f9bc67a5d51 for job b41714b64459bec0df5ba679ab6555c7 from resource manager with leader id 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [mini-cluster-io-thread-5] INFO  JobLeaderService:333 - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:848 - Allocated slot for d16f64e4b3c5df9d86df0f9bc67a5d51.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:193 - Add job b41714b64459bec0df5ba679ab6555c7 for job leader monitoring.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-2] INFO  JobLeaderService:155 - Resolved JobManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:836 - Receive slot request 6d5bfe7d63ea45a2e84a11060f04e0b6 for job b41714b64459bec0df5ba679ab6555c7 from resource manager with leader id 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [mini-cluster-io-thread-3] INFO  JobLeaderService:333 - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:848 - Allocated slot for 6d5bfe7d63ea45a2e84a11060f04e0b6.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:193 - Add job b41714b64459bec0df5ba679ab6555c7 for job leader monitoring.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-5] INFO  JobLeaderService:155 - Resolved JobManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:836 - Receive slot request 4f63e378c92e7b453a5882339e9b6331 for job b41714b64459bec0df5ba679ab6555c7 from resource manager with leader id 8f1d930eb857607eba6b21c2fe234fda.
2020-01-14 16:33:25 [mini-cluster-io-thread-4] INFO  JobLeaderService:333 - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  TaskExecutor:848 - Allocated slot for 4f63e378c92e7b453a5882339e9b6331.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:193 - Add job b41714b64459bec0df5ba679ab6555c7 for job leader monitoring.
2020-01-14 16:33:25 [mini-cluster-io-thread-1] INFO  JobLeaderService:333 - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 050a20c6-b19e-45f8-ac0f-1a0cdf2ae149.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-4] INFO  JobLeaderService:155 - Resolved JobManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  JobLeaderService:155 - Resolved JobManager address, beginning registration
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  JobLeaderService:204 - Registration at JobManager attempt 1 (timeout=100ms)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  JobLeaderService:382 - Successful registration at job manager akka://flink/user/jobmanager_1 for job b41714b64459bec0df5ba679ab6555c7.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  TaskExecutor:1241 - Establish JobManager connection for job b41714b64459bec0df5ba679ab6555c7.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  TaskExecutor:1142 - Offer reserved slots to the leader of job b41714b64459bec0df5ba679ab6555c7.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (1/6) (9b2203549a7f769b702601e9eab3b9d5) switched from SCHEDULED to DEPLOYING.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:712 - Deploying Source: Custom Source -> Map -> Sink: Print to Std. Out (1/6) (attempt #0) to d8d3f406-91ed-4bfc-8ab9-8799f0d2050c @ localhost (dataPort=-1)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (2/6) (9fa088fe41a678cfc5157f57fec0b2de) switched from SCHEDULED to DEPLOYING.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:712 - Deploying Source: Custom Source -> Map -> Sink: Print to Std. Out (2/6) (attempt #0) to d8d3f406-91ed-4bfc-8ab9-8799f0d2050c @ localhost (dataPort=-1)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (3/6) (ee4631718679b3d7dc153cfc8f5e8320) switched from SCHEDULED to DEPLOYING.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:712 - Deploying Source: Custom Source -> Map -> Sink: Print to Std. Out (3/6) (attempt #0) to d8d3f406-91ed-4bfc-8ab9-8799f0d2050c @ localhost (dataPort=-1)
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:1491 - Source: Custom Source -> Map -> Sink: Print to Std. Out (4/6) (93912475efa15b6eeecacf04b4ab2031) switched from SCHEDULED to DEPLOYING.
2020-01-14 16:33:25 [flink-akka.actor.default-dispatcher-3] INFO  ExecutionGraph:712 - Deploying Source: Custom Source -> Map -> Sink: Print to Std. Out (4/6) (attempt #0) to d8d3f406-91ed-4bfc-8ab9-8799f0d2050c @ localhost (dataPort=-1)
